mean_squared_0,mean_squared_1,r_squared,chi_squared_0,chi_squared_1,average_pull_0,average_pull_1,mean_squared_weighted_0,mean_squared_weighted_1,r_squared_weighted,chi_squared_weighted_0,chi_squared_weighted_1,average_pull_weighted_0,average_pull_weighted_1,accuarcy
10.85484504699707,3.2946691513061523,0.5037944316864014,1400.822021484375,0.14012424647808075,0.3051760196685791,0.37431299686431885,0.013239424675703049,0.11506269872188568,0.006782829761505127,1.6654431819915771,0.00016659429820720106,0.0010587668512016535,0.012906495481729507,0.7579547728637183
7.818347454071045,2.796130895614624,0.6426012516021729,1340.000732421875,0.13404028117656708,0.2741670608520508,0.3660968244075775,0.0035934278275817633,0.059945207089185715,0.7304222583770752,0.5905534625053406,5.9073070588056e-05,0.0005978907574899495,0.007685516495257616,0.898939363618171
8.232796669006348,2.8692851066589355,0.6236556172370911,1401.70703125,0.1402127742767334,0.27682504057884216,0.3744312524795532,0.0005619024741463363,0.02370448224246502,0.9578462839126587,0.09690424799919128,9.693332685856149e-06,0.00020990379562135786,0.0031132560689002275,0.9620772463478087
8.416691780090332,2.901153564453125,0.6152492761611938,1370.4892578125,0.1370900571346283,0.26776689291000366,0.3702382445335388,0.0004322692402638495,0.020791085436940193,0.9675713181495667,0.07186534255743027,7.1886911428009626e-06,0.00017542735440656543,0.002681039273738861,0.9606764058435061
7.130775451660156,2.670351266860962,0.6740320920944214,1112.028076171875,0.11123617738485336,0.2568792402744293,0.33350419998168945,0.0009055037517100573,0.03009158931672573,0.9320694208145142,0.14670351147651672,1.4674753401777707e-05,0.0002531896170694381,0.0038305725902318954,0.9487692615569342
7.184945583343506,2.6804749965667725,0.6715558767318726,1175.7803955078125,0.11761332303285599,0.26393789052963257,0.3429308533668518,0.0007079068454913795,0.026606518775224686,0.9468930959701538,0.1226651519536972,1.2270196748431772e-05,0.0002510514750611037,0.0035027088597416878,0.9619771863117871
7.453325271606445,2.7300779819488525,0.6592874526977539,1266.92724609375,0.12673074007034302,0.2772601544857025,0.35597482323646545,0.0004930036957375705,0.022203685715794563,0.9630150198936462,0.09138768166303635,9.141510417975951e-06,0.00021551447571255267,0.0030233419965952635,0.971282769661797
7.73395299911499,2.780998468399048,0.64645916223526,1399.585693359375,0.14000056684017181,0.2918670177459717,0.37414780259132385,0.00040316529339179397,0.020078975707292557,0.969754695892334,0.08171053975820541,8.173506103048567e-06,0.0002050349285127595,0.0028587915003299713,0.9784870922553532
8.561383247375488,2.9259841442108154,0.6086350679397583,1598.5799560546875,0.15990597009658813,0.31264376640319824,0.3998624384403229,0.0003665765980258584,0.019146190956234932,0.9724995493888855,0.07857374846935272,7.859733159421012e-06,0.0001839525648392737,0.002803381299600005,0.9796878126876125
8.718281745910645,2.9526736736297607,0.601462721824646,1493.9918212890625,0.14944401383399963,0.3047170639038086,0.3865605592727661,0.0002470990002620965,0.015719382092356682,0.9814627170562744,0.04829484224319458,4.830933448829455e-06,0.00014665776689071208,0.002197828609496355,0.9848909345607364
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
21.92473793029785,4.6823859214782715,-0.00224149227142334,8091.0927734375,0.8093520998954773,0.7958564162254333,0.8995950222015381,0.009298469871282578,0.09642857313156128,0.30243152379989624,3.431502103805542,0.0003432531957514584,0.0015811853809282184,0.018526166677474976,0.5238142885731439
